Marital status,Application mode,Application order,Course,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Daytime/evening attendance
single,42,1,Informatics Engineering,Secondary education,136,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",117.5,no,no,no,yes,male,no,19,yes,2,5,6,4,11.8,0,0,5,7,2,11.5,0,15.5,2.8,-4.06,Enrolled,daytime
single,39,1,Management (evening attendance),Secondary education,133.1,Portuguese,Higher Education - Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Specialists in Intellectual and Scientific Activities ,"Skilled Workers in Industry, Construction and Craftsmen",121.7,no,no,no,yes,male,no,31,yes,0,5,5,0,0,0,0,5,7,0,0,0,13.9,-0.3,0.79,Dropout,evening
single,42,1,Informatics Engineering,Secondary education,120,Portuguese,Higher Education - Doctorate,Higher Education - Doctorate,Specialists in Intellectual and Scientific Activities ,Specialists in Intellectual and Scientific Activities ,115,no,no,no,yes,male,no,30,yes,1,6,9,2,15,0,1,6,7,2,13.5,0,15.5,2.8,-4.06,Dropout,daytime
single,1,1,Social Service,Secondary education,127,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,125.3,no,no,no,yes,male,no,19,yes,0,6,9,5,10.8,0,0,6,11,5,11,0,7.6,2.6,0.32,Graduate,daytime
single,18,1,Management,Secondary education,131,Portuguese,Unknown,Unknown,Other Situation,Other Situation,131,no,no,no,yes,male,no,22,yes,0,5,11,3,13.66666667,0,0,5,10,3,11.33333333,0,9.4,-0.8,-3.12,Dropout,daytime
single,1,1,Journalism and Communication,Secondary education,127,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,126.3,no,no,no,yes,male,no,19,yes,0,6,8,6,12.83333333,0,0,6,8,6,13.33333333,0,15.5,2.8,-4.06,Graduate,daytime
single,17,1,Animation and Multimedia Design,Secondary education,132,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Unskilled Workers,127.1,no,no,no,no,male,no,21,yes,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Dropout,daytime
single,17,3,Advertising and Marketing Management,Secondary education,137,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",138.4,no,no,no,yes,male,no,19,yes,0,6,8,6,15.125,0,0,6,7,6,13.42857143,0,11.1,0.6,2.02,Graduate,daytime
single,43,2,Management,Secondary education,126,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,100,yes,no,no,yes,male,no,22,yes,0,5,11,0,0,0,0,5,7,1,10,1,16.2,0.3,-0.92,Dropout,daytime
single,1,1,Social Service,Secondary education,136,Portuguese,Higher Education - Master's,Higher Education - Doctorate,Specialists in Intellectual and Scientific Activities ,Specialists in Intellectual and Scientific Activities ,126.2,no,no,no,yes,male,no,22,yes,0,6,10,5,11.4,0,0,6,8,5,11,0,10.8,1.4,1.74,Graduate,daytime
single,1,1,Social Service,Secondary education,124,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,118.8,no,no,no,yes,male,no,19,yes,0,6,12,4,12.25,0,0,6,9,6,11,0,9.4,-0.8,-3.12,Graduate,daytime
single,39,1,Tourism,Technological specialization course,137,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,124.5,no,no,no,no,male,no,26,yes,0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92,Dropout,daytime
single,44,1,Informatics Engineering,Technological specialization course,140,Portuguese,Higher Education - Doctorate,Specialized higher studies course,Intermediate Level Technicians and Professions,Specialists in Intellectual and Scientific Activities ,140,no,no,no,yes,male,no,23,yes,3,7,12,3,14,0,1,6,12,1,14,0,12.4,0.5,1.79,Enrolled,daytime
single,17,1,Communication Design,Secondary education,131,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",125.1,no,no,no,yes,male,no,18,yes,0,6,7,6,12.33333333,0,0,6,10,5,10.8,4,16.2,0.3,-0.92,Enrolled,daytime
single,1,1,Management,Secondary education,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,118.8,no,no,yes,yes,male,yes,22,yes,0,5,8,5,10.66666667,0,0,5,11,2,11,0,15.5,2.8,-4.06,Enrolled,daytime
single,18,5,Informatics Engineering,Secondary education,136,Portuguese,Higher Education - Degree,Higher Education - Bachelor's Degree,Specialists in Intellectual and Scientific Activities ,Intermediate Level Technicians and Professions,125.2,yes,no,no,yes,male,no,19,yes,0,5,9,5,11.83333333,0,0,5,9,5,14.71428571,0,12.4,0.5,1.79,Enrolled,daytime
single,17,1,Management,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Installation and Machine Operators and Assembly Workers,95,no,no,no,yes,male,no,20,yes,0,5,14,0,0,0,0,5,5,0,0,0,11.1,0.6,2.02,Dropout,daytime
single,1,3,Communication Design,Secondary education,110,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,107.6,yes,no,no,yes,male,yes,22,yes,0,6,6,6,11.66666667,0,0,6,6,6,12.16666667,0,7.6,2.6,0.32,Enrolled,daytime
single,7,1,Equinculture,Higher education - degree,140,Portuguese,Higher Education - Bachelor's Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Specialists in Intellectual and Scientific Activities ,Intermediate Level Technicians and Professions,140,yes,no,no,no,male,no,18,yes,2,5,7,2,13,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout,daytime
divorced,43,2,Management (evening attendance),Basic education 2nd cycle (6th/7th/8th year) or equiv.,133.1,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities ,Unskilled Workers,125.4,no,no,no,yes,male,no,39,yes,0,2,5,0,0,0,0,4,4,0,0,0,10.8,1.4,1.74,Dropout,evening
single,1,1,Nursing,Secondary education,141,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Other Situation,Other Situation,128,no,no,no,yes,male,no,18,yes,0,8,8,0,0,3,0,8,8,0,0,3,10.8,1.4,1.74,Dropout,daytime
single,17,3,Informatics Engineering,Secondary education,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,129.3,no,no,no,yes,male,yes,18,yes,0,5,5,5,13,0,0,5,5,5,14.2,0,8.9,1.4,3.51,Graduate,daytime
single,1,1,Social Service,Secondary education,160,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,152,no,no,no,yes,male,yes,19,yes,0,6,7,6,13.85714286,0,0,6,6,6,14,0,13.9,-0.3,0.79,Graduate,daytime
single,1,1,Nursing,Secondary education,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,128.8,no,no,no,yes,male,no,18,yes,0,7,7,6,13.39166667,0,0,8,8,8,12.4875,0,12.4,0.5,1.79,Graduate,daytime
single,1,1,Management,Secondary education,150,Portuguese,Unknown,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Student,Administrative staff,152.8,yes,no,no,yes,male,yes,18,yes,0,5,7,4,12.75,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout,daytime
single,44,1,Equinculture,Technological specialization course,150,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",150,yes,no,no,yes,male,no,22,yes,0,5,7,4,14.5,0,0,5,5,5,14.6,0,10.8,1.4,1.74,Graduate,daytime
single,1,1,Social Service,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Administrative staff,112,no,no,no,yes,male,no,19,yes,0,6,7,6,12.16666667,0,0,6,6,6,12.16666667,0,12.4,0.5,1.79,Graduate,daytime
single,1,1,Equinculture,Secondary education,152,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,135.6,yes,no,no,yes,male,no,18,yes,0,5,5,5,15.4,0,0,5,5,5,15.6,0,12.7,3.7,-1.7,Dropout,daytime
single,39,1,Informatics Engineering,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Intermediate Level Technicians and Professions,134.4,no,no,yes,no,male,no,31,yes,0,5,9,2,13.33333333,0,0,5,9,2,16,4,16.2,0.3,-0.92,Dropout,daytime
single,39,1,Management (evening attendance),Secondary education,130,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,120.5,no,no,no,yes,male,no,28,yes,0,5,5,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout,evening
single,1,1,Communication Design,Secondary education,148,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Installation and Machine Operators and Assembly Workers,141.4,no,no,no,yes,male,no,19,yes,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout,daytime
single,17,1,Tourism,Secondary education,148,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Installation and Machine Operators and Assembly Workers,145.2,no,no,no,yes,male,no,20,yes,0,6,7,6,13.71428571,0,0,6,8,6,14.71428571,0,16.2,0.3,-0.92,Graduate,daytime
divorced,39,1,Social Service,Secondary education,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities ,140,no,no,no,yes,male,no,50,yes,0,6,7,4,12.25,0,0,6,7,0,0,0,8.9,1.4,3.51,Dropout,daytime
single,43,1,Communication Design,Secondary education,160,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Bachelor's Degree,Administrative staff,Specialists in Intellectual and Scientific Activities ,100,no,no,no,yes,male,no,38,yes,1,6,9,5,16,1,0,6,11,4,16.5,0,13.9,-0.3,0.79,Enrolled,daytime
married,39,1,Management (evening attendance),Secondary education,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,140,yes,no,no,yes,male,no,31,yes,0,5,8,1,11,0,0,5,5,1,13,0,9.4,-0.8,-3.12,Dropout,evening
single,39,1,Nursing,Secondary education,110,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,126,yes,no,no,yes,male,no,27,yes,0,7,7,7,14.08571429,0,0,7,7,7,14.08571429,0,7.6,2.6,0.32,Enrolled,daytime
single,18,1,Social Service,Secondary education,122,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities ,112.6,yes,no,no,yes,male,no,21,yes,0,6,9,6,10.16666667,0,0,6,10,6,10.5,0,12.7,3.7,-1.7,Graduate,daytime
married,39,1,Informatics Engineering,Secondary education,110,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,106.8,no,no,no,yes,male,no,34,yes,0,5,8,1,10,0,0,5,9,0,0,0,8.9,1.4,3.51,Dropout,daytime
single,51,1,Informatics Engineering,Secondary education,129,Portuguese,Higher Education - Bachelor's Degree,Basic education 1st cycle (4th/5th year) or equiv.,Specialists in Intellectual and Scientific Activities ,Unskilled Workers,121.6,yes,no,no,yes,male,no,19,yes,0,5,10,0,0,0,0,5,7,1,10,0,7.6,2.6,0.32,Enrolled,daytime
married,39,1,Management (evening attendance),Secondary education,110,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.," Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Administrative staff,120,yes,no,no,no,male,no,40,yes,0,5,10,2,10.5,0,0,5,5,3,10.66666667,0,9.4,-0.8,-3.12,Dropout,evening
single,1,1,Animation and Multimedia Design,Secondary education,170,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Specialists in Intellectual and Scientific Activities ,160.6,yes,no,no,yes,male,yes,18,yes,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,Graduate,daytime
married,39,1,Communication Design,Other - 11th year of schooling,110,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,130,no,no,yes,no,male,yes,46,yes,0,6,6,0,0,0,0,6,6,0,0,0,15.5,2.8,-4.06,Dropout,daytime
single,43,5,Social Service (evening attendance),Secondary education,110,Portuguese,Unknown,Unknown,Student,Student,110,no,no,no,yes,male,no,37,yes,0,6,12,0,0,0,0,5,10,0,0,0,7.6,2.6,0.32,Dropout,evening
single,39,1,Agronomy,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",110,yes,no,no,yes,male,no,31,yes,0,6,8,0,0,0,0,6,10,0,0,0,16.2,0.3,-0.92,Dropout,daytime
single,39,1,Agronomy,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Armed Forces Professions,145.8,no,no,no,yes,male,no,34,yes,0,6,15,5,13.33333333,0,0,6,15,5,12.4,0,12.4,0.5,1.79,Graduate,daytime
single,1,6,Animation and Multimedia Design,Secondary education,126,Portuguese,11th Year of Schooling - Not Completed,11th Year of Schooling - Not Completed,Administrative staff,Administrative staff,130.2,yes,no,no,yes,male,yes,18,yes,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout,daytime
single,1,1,Advertising and Marketing Management,Secondary education,137,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,122.3,no,no,no,yes,male,yes,18,yes,0,6,7,6,13.57142857,0,0,6,6,6,14.33333333,0,12.4,0.5,1.79,Graduate,daytime
single,17,4,Communication Design,Secondary education,117,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,125.4,yes,no,no,yes,male,yes,19,yes,0,6,6,6,12.83333333,0,0,6,7,6,11.16666667,0,11.1,0.6,2.02,Graduate,daytime
single,43,1,Management (evening attendance),Secondary education,100,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Administrative staff,130,no,no,no,yes,male,no,40,yes,1,5,6,4,10.25,0,3,8,18,5,11.2,5,15.5,2.8,-4.06,Dropout,evening
single,39,1,Equinculture,Secondary education,120,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,150,no,no,no,yes,male,no,25,yes,0,6,6,0,0,0,0,6,6,0,0,0,12.4,0.5,1.79,Dropout,daytime
single,17,5,Informatics Engineering,Secondary education,126,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,116.9,yes,no,yes,yes,male,no,20,yes,0,5,5,4,14.5,0,0,6,8,3,13.33333333,0,11.1,0.6,2.02,Dropout,daytime
single,17,1,Informatics Engineering,Secondary education,122,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,114.7,no,no,no,yes,male,no,20,yes,0,5,6,5,15.8,0,0,5,8,5,13.71428571,0,11.1,0.6,2.02,Enrolled,daytime
single,39,1,Agronomy,Secondary education,111,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Armed Forces Professions,95.8,yes,no,no,no,male,no,43,yes,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout,daytime
single,17,4,Informatics Engineering,Secondary education,139,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Administrative staff,133.1,yes,no,no,yes,male,no,18,yes,0,5,8,4,12.5,0,0,5,7,3,14.66666667,1,7.6,2.6,0.32,Enrolled,daytime
single,43,1,Agronomy,Secondary education,150,Portuguese,Higher Education - Bachelor's Degree,Higher Education - Master's,Administrative staff," Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",150,no,no,no,yes,male,no,35,yes,16,18,22,18,11.66666667,0,12,13,13,12,11.5,1,15.5,2.8,-4.06,Graduate,daytime
single,17,2,Management (evening attendance),Secondary education,116,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Administrative staff,118.5,no,no,no,yes,male,no,23,yes,0,5,6,4,13,0,0,5,5,5,13,0,7.6,2.6,0.32,Graduate,evening
single,17,1,Nursing,Secondary education,130,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities ,Specialists in Intellectual and Scientific Activities ,131.1,no,no,no,yes,male,no,19,yes,0,7,8,7,12.12142857,0,0,9,12,8,11.50625,0,12.4,0.5,1.79,Graduate,daytime
